gene,cluster,Name,SwissProt_gene,Product,SwissProt_product,COG_ID,COG_FID,KEGG_ID,KEGG_PID,KEGG_Pathway,GO_ID,GO_Name,GO_Category,EC_number,Pfam_ID
MGYG000002478_00237,3,gyrA_1,-,DNA gyrase subunit A,-,COG0188,L,ko:K02621,-,-,"GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0006259","DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;DNA topological change;DNA metabolic process","GO_MF,GO_MF,GO_MF,GO_BP,GO_BP",5.99.1.3,"PF00521,PF11777"
MGYG000002478_00243,3,susC_7,-,TonB-dependent receptor SusC,-,"COG1629,COG4771,COG4206",PPH,-,-,-,-,-,-,-,"PF00593,PF13715,PF07715"
MGYG000002478_00262,3,mdtC_3,-,Multidrug resistance protein MdtC,-,COG0841,V,ko:K03296,-,-,"GO:0022857,GO:0055085,GO:0016020",transmembrane transporter activity;transmembrane transport;membrane,"GO_MF,GO_BP,GO_CC",-,PF00873
MGYG000002478_00268,3,bepE_1,bepE,Efflux pump membrane transporter BepE,Efflux pump membrane transporter BepE,COG0841,V,ko:K03296,-,-,"GO:0022857,GO:0055085,GO:0016020,GO:0015562,GO:0042908,GO:0006810",transmembrane transporter activity;transmembrane transport;membrane;efflux transmembrane transporter activity;xenobiotic transport;transport,"GO_MF,GO_BP,GO_CC,GO_MF,GO_BP,GO_BP",-,PF00873
MGYG000002478_00270,2,maeB,maeB,NADP-dependent malic enzyme,NADP-dependent malic enzyme,"COG0280,COG0281",CC,"ko:K00027,ko:K00029","map00620,map01200,map02020,map00710,map01100,map01120,map03320",Pyruvate metabolism;Carbon metabolism;Two-component system;Carbon fixation in photosynthetic organisms;Metabolic pathways;Microbial metabolism in diverse environments;PPAR signaling pathway,"GO:0016746,GO:0004470,GO:0046872,GO:0006108,GO:0016616,GO:0051287","acyltransferase activity;malic enzyme activity;metal ion binding;malate metabolic process;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;NAD binding","GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_MF","1.1.1.40,1.1.1.38","PF00390,PF01515,PF03949"
MGYG000002478_00276,3,MGYG000002478_00276,-,hypothetical protein,-,"COG2197,COG0784,COG0574,COG3437",TKTGT,-,-,-,"GO:0000160,GO:0005524,GO:0016301,GO:0016310",phosphorelay signal transduction system;ATP binding;kinase activity;phosphorylation,"GO_BP,GO_MF,GO_MF,GO_BP",-,PF01326
MGYG000002478_00277,0,gdhB,gdhB,NAD-specific glutamate dehydrogenase,NAD-specific glutamate dehydrogenase,COG0334,E,ko:K00262,"map00220,map00250,map00910,map01100,map01120","Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments","GO:0016491,GO:0006520,GO:0016639","oxidoreductase activity;amino acid metabolic process;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","GO_MF,GO_BP,GO_MF","1.4.1.2,1.4.1.4","PF02812,PF00208"
MGYG000002478_00282,2,mdh_1,mdh,Malate dehydrogenase,Malate dehydrogenase,COG0039,C,ko:K00024,"map00020,map00270,map00620,map00630,map00680,map00710,map00720,map01100,map01110,map01120,map01200,map01130",Citrate cycle (TCA cycle);Cysteine and methionine metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of antibiotics,"GO:0016491,GO:0016616,GO:0019752,GO:0003824,GO:0005975","oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;carboxylic acid metabolic process;catalytic activity;carbohydrate metabolic process","GO_MF,GO_MF,GO_BP,GO_MF,GO_BP",1.1.1.37,"PF00056,PF02866"
MGYG000002478_00288,0,MGYG000002478_00288,-,hypothetical protein,-,"COG3015,COG3187",MVO,-,-,-,-,-,-,-,PF04170
MGYG000002478_00294,2,ilvE,ilvE,Branched-chain-amino-acid aminotransferase,Branched-chain-amino-acid aminotransferase,COG0115,EH,ko:K00826,"map00270,map00280,map00290,map00770,map00966,map01100,map01110,map01210,map01230,map01240,map01130","Cysteine and methionine metabolism;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Glucosinolate biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of antibiotics","GO:0003824,GO:0004084,GO:0009081",catalytic activity;branched-chain-amino-acid transaminase activity;branched-chain amino acid metabolic process,"GO_MF,GO_MF,GO_BP",2.6.1.42,PF01063
MGYG000002478_00301,0,MGYG000002478_00301,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF11589
MGYG000002478_00304,3,MGYG000002478_00304,-,hypothetical protein,-,"COG1629,COG4206,COG4771",PHP,-,-,-,-,-,-,-,PF14905
MGYG000002478_00307,3,MGYG000002478_00307,-,hypothetical protein,-,"COG4771,COG1629,COG4206",PPH,-,-,-,-,-,-,-,"PF14905,PF13715,PF07715"
MGYG000002478_00314,3,MGYG000002478_00314,-,hypothetical protein,-,"COG2909,COG3063,COG5714",KNWC,-,-,-,"GO:0006355,GO:0005515",regulation of DNA-templated transcription;protein binding,"GO_BP,GO_MF",-,PF13424
MGYG000002478_00318,1,apxIB,-,Toxin RTX-I translocation ATP-binding protein,-,COG2274,V,ko:K06147,-,-,"GO:0005524,GO:0016887,GO:0008233,GO:0006508,GO:0016020,GO:0140359,GO:0055085",ATP binding;ATP hydrolysis activity;peptidase activity;proteolysis;membrane;ABC-type transporter activity;transmembrane transport,"GO_MF,GO_MF,GO_MF,GO_BP,GO_CC,GO_MF,GO_BP",-,"PF03412,PF00664,PF00005"
MGYG000002478_00326,3,ppk_1,-,Polyphosphate kinase,-,COG0855,P,ko:K00937,"map00190,map03018",Oxidative phosphorylation;RNA degradation,"GO:0016491,GO:0046872,GO:0008976,GO:0006799,GO:0009358",oxidoreductase activity;metal ion binding;polyphosphate kinase activity;polyphosphate biosynthetic process;polyphosphate kinase complex,"GO_MF,GO_MF,GO_MF,GO_BP,GO_CC",2.7.4.1,"PF00465,PF13090,PF02503,PF17941"
MGYG000002478_00328,0,rffG,rfbB,dTDP-glucose 4%2C6-dehydratase 2,"dTDP-glucose 4,6-dehydratase",COG1088,M,ko:K01710,"map00521,map00523,map00525,map00541,map01055,map01100,map01110,map01250,map01130",Streptomycin biosynthesis;Polyketide sugar unit biosynthesis;Acarbose and validamycin biosynthesis;O-Antigen nucleotide sugar biosynthesis;Biosynthesis of vancomycin group antibiotics;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of nucleotide sugars;Biosynthesis of antibiotics,"GO:0008460,GO:0009225,GO:0009243,GO:0019305","dTDP-glucose 4,6-dehydratase activity;nucleotide-sugar metabolic process;O antigen biosynthetic process;dTDP-rhamnose biosynthetic process","GO_MF,GO_BP,GO_BP,GO_BP",4.2.1.46,PF16363
MGYG000002478_00334,3,MGYG000002478_00334,-,hypothetical protein,-,"COG4771,COG4206,COG1629",PHP,-,-,-,GO:0019867,outer membrane,GO_CC,-,"PF07660,PF00593,PF13715,PF07715"
MGYG000002478_00339,2,mutA,mutA,Methylmalonyl-CoA mutase small subunit,Methylmalonyl-CoA mutase small subunit,"COG2185,COG1884",II,ko:K01847,"map00280,map00630,map00640,map00720,map01100,map01120,map01200,map04980","Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Cobalamin transport and metabolism","GO:0004494,GO:0019652,GO:0016866,GO:0031419,GO:0003824,GO:0046872,GO:0008152",methylmalonyl-CoA mutase activity;lactate fermentation to propionate and acetate;intramolecular transferase activity;cobalamin binding;catalytic activity;metal ion binding;metabolic process,"GO_MF,GO_BP,GO_MF,GO_MF,GO_MF,GO_MF,GO_BP",5.4.99.2,PF01642
MGYG000002478_00340,2,mutB,mutB,Methylmalonyl-CoA mutase large subunit,Methylmalonyl-CoA mutase large subunit,"COG2185,COG1884",II,ko:K01847,"map00280,map00630,map00640,map00720,map01100,map01120,map01200,map04980","Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Cobalamin transport and metabolism","GO:0004494,GO:0031419,GO:0016866,GO:0046872,GO:0016853,GO:0003824",methylmalonyl-CoA mutase activity;cobalamin binding;intramolecular transferase activity;metal ion binding;isomerase activity;catalytic activity,"GO_MF,GO_MF,GO_MF,GO_MF,GO_MF,GO_MF",5.4.99.2,"PF01642,PF02310"
MGYG000002478_00341,3,MGYG000002478_00341,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF14322,PF07980"
MGYG000002478_00342,3,susC_9,-,TonB-dependent receptor SusC,-,"COG4771,COG1629,COG4206",PPH,-,-,-,-,-,-,-,"PF00593,PF13715,PF07715"
MGYG000002478_00345,3,sasA_2,-,Adaptive-response sensory-kinase SasA,-,"COG2984,COG3063,COG5979,COG0784,COG0642,COG0494,COG2198,COG5809,COG2203",RNWTTTVTDTT,-,-,-,"GO:0016772,GO:0016310","transferase activity, transferring phosphorus-containing groups;phosphorylation","GO_MF,GO_BP",2.7.-.-,PF02518
MGYG000002478_00366,2,ftcD,M5005_Spy1772,glutamate formimidoyltransferase,Glutamate formimidoyltransferase,COG3643,E,"ko:K00603,ko:K13990","map00340,map00670,map01100",Histidine metabolism;One carbon pool by folate;Metabolic pathways,"GO:0005542,GO:0016740,GO:0030409,GO:0030412,GO:0019556",folic acid binding;transferase activity;glutamate formimidoyltransferase activity;formimidoyltetrahydrofolate cyclodeaminase activity;histidine catabolic process to glutamate and formamide,"GO_MF,GO_MF,GO_MF,GO_MF,GO_BP","2.1.2.5,4.3.1.4","PF02971,PF07837"
MGYG000002478_00367,2,hutI,hutI,Imidazolonepropionase,Imidazolonepropionase,COG1228,Q,ko:K01468,"map00340,map01100",Histidine metabolism;Metabolic pathways,"GO:0016812,GO:0019556,GO:0005737,GO:0016787,GO:0016810,GO:0050480,GO:0006548","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides;L-histidine catabolic process to glutamate and formamide;cytoplasm;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;imidazolonepropionase activity;histidine catabolic process","GO_MF,GO_BP,GO_CC,GO_MF,GO_MF,GO_MF,GO_BP",3.5.2.7,PF01979
MGYG000002478_00369,2,hutH,hutH,Histidine ammonia-lyase,Histidine ammonia-lyase,COG2986,E,ko:K01745,"map00340,map01100",Histidine metabolism;Metabolic pathways,"GO:0004397,GO:0006548,GO:0005737,GO:0003824,GO:0016841",histidine ammonia-lyase activity;histidine catabolic process;cytoplasm;catalytic activity;ammonia-lyase activity,"GO_MF,GO_BP,GO_CC,GO_MF,GO_MF",4.3.1.3,PF00221
MGYG000002478_00375,3,MGYG000002478_00375,BVU_0340,Glycosyl hydrolase family 109 protein 1,Glycosyl hydrolase family 109 protein 1,COG0673,R,-,-,-,"GO:0000166,GO:0016491",nucleotide binding;oxidoreductase activity,"GO_MF,GO_MF",3.2.1.-,PF01408
MGYG000002478_00380,2,groL,groEL,60 kDa chaperonin,Chaperonin GroEL,COG0459,O,ko:K04077,"map03018,map04212,map04940,map05134,map05152,map05417",RNA degradation;Longevity regulating pathway - worm;Type I diabetes mellitus;Legionellosis;Tuberculosis;Lipid and atherosclerosis,"GO:0140662,GO:0042026,GO:0005524,GO:0006457",ATP-dependent protein folding chaperone;protein refolding;ATP binding;protein folding,"GO_MF,GO_BP,GO_MF,GO_BP",-,PF00118
MGYG000002478_00404,3,rcsC_5,-,Sensor histidine kinase RcsC,-,"COG0745,COG3292,COG4977,COG2205,COG0642,COG2207",TKTKTTK,-,-,-,"GO:0000160,GO:0000155,GO:0007165,GO:0016772,GO:0016310,GO:0005515,GO:0003700,GO:0043565,GO:0006355","phosphorelay signal transduction system;phosphorelay sensor kinase activity;signal transduction;transferase activity, transferring phosphorus-containing groups;phosphorylation;protein binding;DNA-binding transcription factor activity;sequence-specific DNA binding;regulation of DNA-templated transcription","GO_BP,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF,GO_MF,GO_MF,GO_BP",2.7.13.3,"PF12833,PF07494,PF07495,PF00512,PF00072,PF02518"
MGYG000002478_00422,2,MGYG000002478_00422,-,putative zinc protease,-,COG0612,R,ko:K07263,-,-,GO:0046872,metal ion binding,GO_MF,3.4.24.-,"PF00675,PF05193"
MGYG000002478_00425,0,zraR_1,zraR,Transcriptional regulatory protein ZraR,Transcriptional regulatory protein ZraR,COG2204,T,ko:K07713,map02020,Two-component system,"GO:0000160,GO:0005524,GO:0008134,GO:0006355,GO:0043565,GO:0016887",phosphorelay signal transduction system;ATP binding;transcription factor binding;regulation of DNA-templated transcription;sequence-specific DNA binding;ATP hydrolysis activity,"GO_BP,GO_MF,GO_MF,GO_BP,GO_MF,GO_MF",-,"PF00072,PF00158,PF02954"
MGYG000002478_00428,2,fabG_1,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,COG1028,I,ko:K00059,"map00061,map00333,map00780,map01100,map01110,map01212,map01240,map01040,map01130",Fatty acid biosynthesis;Prodigiosin biosynthesis;Biotin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism;Biosynthesis of cofactors;Biosynthesis of unsaturated fatty acids;Biosynthesis of antibiotics,"GO:0004316,GO:0051287,GO:0006633,GO:0016491",3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity;NAD binding;fatty acid biosynthetic process;oxidoreductase activity,"GO_MF,GO_MF,GO_BP,GO_MF",1.1.1.100,PF13561
MGYG000002478_00432,3,MGYG000002478_00432,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002478_00435,0,rhlE,rhlE,ATP-dependent RNA helicase RhlE,ATP-dependent RNA helicase RhlE,COG0513,L,ko:K11927,map03018,RNA degradation,"GO:0016853,GO:0005975,GO:0003824,GO:0030246,GO:0003676,GO:0005524,GO:0003724",isomerase activity;carbohydrate metabolic process;catalytic activity;carbohydrate binding;nucleic acid binding;ATP binding;RNA helicase activity,"GO_MF,GO_BP,GO_MF,GO_MF,GO_MF,GO_MF,GO_MF",3.6.4.13,"PF00270,PF00271,PF01263"
MGYG000002478_00446,0,carB_1,-,Carbamoyl-phosphate synthase large chain,-,COG0458,EF,ko:K01955,"map00240,map00250,map01100,map01240","Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways;Biosynthesis of cofactors","GO:0006282,GO:0005524,GO:0046872,GO:0005951,GO:0004088,GO:0009220",regulation of DNA repair;ATP binding;metal ion binding;carbamoyl-phosphate synthase complex;carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity;pyrimidine ribonucleotide biosynthetic process,"GO_BP,GO_MF,GO_MF,GO_CC,GO_MF,GO_BP",6.3.5.5,"PF02787,PF02786,PF02631"
MGYG000002478_00447,3,MGYG000002478_00447,-,hypothetical protein,-,COG1629,P,-,-,-,-,-,-,-,"PF14905,PF13715"
MGYG000002478_00450,0,MGYG000002478_00450,-,Outer membrane protein 40,-,COG2885,M,-,-,-,-,-,-,-,PF00691
MGYG000002478_00466,0,recQ_1,recQ,ATP-dependent DNA helicase RecQ,ATP-dependent DNA helicase RecQ,COG0514,L,ko:K03654,map03018,RNA degradation,"GO:0003676,GO:0004386,GO:0006310,GO:0003678,GO:0009432,GO:0000166,GO:0044237,GO:0005524,GO:0043138,GO:0006260,GO:0006281",nucleic acid binding;helicase activity;DNA recombination;DNA helicase activity;SOS response;nucleotide binding;cellular metabolic process;ATP binding;3'-5' DNA helicase activity;DNA replication;DNA repair,"GO_MF,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF,GO_MF,GO_BP,GO_BP",3.6.4.12,"PF00570,PF00270,PF16124,PF09382,PF00271"
MGYG000002478_00474,0,der_1,der,GTPase Der,GTPase Der,COG1160,J,ko:K03977,-,-,"GO:0005525,GO:0005737,GO:0003924,GO:0043022,GO:0042254",GTP binding;cytoplasm;GTPase activity;ribosome binding;ribosome biogenesis,"GO_MF,GO_CC,GO_MF,GO_MF,GO_BP",-,"PF01926,PF14714"
MGYG000002478_00476,0,fabH,fabH,3-oxoacyl-[acyl-carrier-protein] synthase 3,Beta-ketoacyl-[acyl-carrier-protein] synthase III,COG0332,I,ko:K00648,"map00061,map01100,map01212",Fatty acid biosynthesis;Metabolic pathways;Fatty acid metabolism,"GO:0004315,GO:0006633,GO:0016746",3-oxoacyl-[acyl-carrier-protein] synthase activity;fatty acid biosynthetic process;acyltransferase activity,"GO_MF,GO_BP,GO_MF",2.3.1.180,"PF08541,PF08545"
MGYG000002478_00488,0,mdh_2,-,Malate dehydrogenase,-,COG0039,C,ko:K00024,"map00020,map00270,map00620,map00630,map00680,map00710,map00720,map01100,map01110,map01120,map01200,map01130",Citrate cycle (TCA cycle);Cysteine and methionine metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of antibiotics,"GO:0016491,GO:0016616,GO:0019752,GO:0016615,GO:0006108,GO:0003824","oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;carboxylic acid metabolic process;malate dehydrogenase activity;malate metabolic process;catalytic activity","GO_MF,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF",1.1.1.37,"PF00056,PF02866"
MGYG000002478_00489,3,dnaG_1,dnaG,DNA primase,DNA primase,COG0358,L,ko:K02316,map03030,DNA replication,"GO:0003677,GO:0003896,GO:0008270,GO:0006260,GO:0006269","DNA binding;DNA primase activity;zinc ion binding;DNA replication;DNA replication, synthesis of RNA primer","GO_MF,GO_MF,GO_MF,GO_BP,GO_BP",2.7.7.-,"PF08275,PF01807,PF13662"
MGYG000002478_00492,2,tpiA,tpiA,Triosephosphate isomerase,Triosephosphate isomerase,"COG0149,COG2259",GS,ko:K01803,"map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01200,map01230,map01130",Glycolysis / Gluconeogenesis;Fructose and mannose metabolism;Inositol phosphate metabolism;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics,"GO:0004807,GO:0006096",triose-phosphate isomerase activity;glycolytic process,"GO_MF,GO_BP",5.3.1.1,PF00121
MGYG000002478_00526,3,susC_13,-,TonB-dependent receptor SusC,-,"COG4206,COG1629,COG4771",HPP,-,-,-,-,-,-,-,"PF00593,PF13715,PF07715"
MGYG000002478_00527,3,MGYG000002478_00527,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF14322,PF07980"
MGYG000002478_00538,3,MGYG000002478_00538,-,hypothetical protein,-,"COG4225,COG4289",GS,-,-,-,GO:0005975,carbohydrate metabolic process,GO_BP,-,"PF07470,PF10022"
MGYG000002478_00543,3,MGYG000002478_00543,-,hypothetical protein,-,"COG4552,COG4866",RR,-,-,-,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",GO_MF,-,PF13527
MGYG000002478_00544,0,MGYG000002478_00544,-,hypothetical protein,-,"COG4552,COG4866",RR,ko:K01163,-,-,-,-,-,-,PF09924
MGYG000002478_00547,2,pta_1,pta,Phosphate acetyltransferase,Phosphate acetyltransferase,COG0280,C,"ko:K00625,ko:K13788","map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200",Taurine and hypotaurine metabolism;Pyruvate metabolism;Propanoate metabolism;Methane metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism,"GO:0016746,GO:0016407,GO:0008959,GO:0006086",acyltransferase activity;acetyltransferase activity;phosphate acetyltransferase activity;acetyl-CoA biosynthetic process from pyruvate,"GO_MF,GO_MF,GO_MF,GO_BP",2.3.1.8,PF01515
MGYG000002478_00561,3,lacZ_6,-,Beta-galactosidase,-,COG3250,G,ko:K01190,"map00052,map00511,map00600,map01100",Galactose metabolism;Other glycan degradation;Sphingolipid metabolism;Metabolic pathways,"GO:0004565,GO:0005975,GO:0009341,GO:0004553,GO:0003824,GO:0030246,GO:0016798","beta-galactosidase activity;carbohydrate metabolic process;beta-galactosidase complex;hydrolase activity, hydrolyzing O-glycosyl compounds;catalytic activity;carbohydrate binding;hydrolase activity, acting on glycosyl bonds","GO_MF,GO_BP,GO_CC,GO_MF,GO_MF,GO_MF,GO_MF",3.2.1.23,"PF02836,PF16353,PF02929,PF02837,PF00703"
MGYG000002478_00565,3,MGYG000002478_00565,-,hypothetical protein,-,"COG4206,COG4771,COG1629",HPP,-,-,-,-,-,-,-,"PF00593,PF13715,PF07715"
MGYG000002478_00567,3,rcsC_8,-,Sensor histidine kinase RcsC,-,"COG3292,COG0745,COG0642,COG2207",TTKTK,-,-,-,"GO:0000160,GO:0000155,GO:0007165,GO:0016772,GO:0016310,GO:0005515,GO:0003700,GO:0043565,GO:0006355","phosphorelay signal transduction system;phosphorelay sensor kinase activity;signal transduction;transferase activity, transferring phosphorus-containing groups;phosphorylation;protein binding;DNA-binding transcription factor activity;sequence-specific DNA binding;regulation of DNA-templated transcription","GO_BP,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF,GO_MF,GO_MF,GO_BP",2.7.13.3,"PF12833,PF07494,PF07495,PF00512,PF00072,PF02518"
MGYG000002478_00568,0,MGYG000002478_00568,rbpA,hypothetical protein,Putative RNA-binding protein RbpA,COG0724,J,-,-,-,"GO:0003723,GO:0003676",RNA binding;nucleic acid binding,"GO_MF,GO_MF",-,PF00076
MGYG000002478_00580,3,MGYG000002478_00580,-,hypothetical protein,-,COG3537,G,-,-,-,"GO:0005975,GO:0030246",carbohydrate metabolic process;carbohydrate binding,"GO_BP,GO_MF",-,"PF07971,PF17678"
MGYG000002478_00584,3,susC_15,-,TonB-dependent receptor SusC,-,"COG1629,COG4771,COG4206",PPH,-,-,-,-,-,-,-,"PF13715,PF00593,PF07715"
MGYG000002478_00585,3,MGYG000002478_00585,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF14322,PF07980"
MGYG000002478_00586,3,susC_16,-,TonB-dependent receptor SusC,-,"COG4771,COG4206,COG1629",PHP,-,-,-,GO:0019867,outer membrane,GO_CC,-,"PF07660,PF13715,PF00593,PF07715"
MGYG000002478_00603,0,MGYG000002478_00603,-,hypothetical protein,-,COG1596,M,ko:K01991,"map02020,map02026",Two-component system;Biofilm formation - Escherichia coli,-,-,-,-,"PF02563,PF10531"
MGYG000002478_00604,0,MGYG000002478_00604,-,hypothetical protein,-,"COG3206,COG0489",MD,-,-,-,"GO:0016020,GO:0045226",membrane;extracellular polysaccharide biosynthetic process,"GO_CC,GO_BP",-,"PF13807,PF13614,PF02706"
MGYG000002478_00606,1,srmB_1,-,ATP-dependent RNA helicase SrmB,-,"COG1061,COG1545",KLR,-,-,-,"GO:0003677,GO:0005524,GO:0016787",DNA binding;ATP binding;hydrolase activity,"GO_MF,GO_MF,GO_MF",3.6.4.13,"PF00271,PF04851"
MGYG000002478_00641,3,btuB_5,-,Vitamin B12 transporter BtuB,-,"COG4771,COG1629,COG4206",PPH,-,-,-,GO:0019867,outer membrane,GO_CC,-,"PF07660,PF13715,PF00593,PF07715"
MGYG000002478_00646,3,MGYG000002478_00646,-,hypothetical protein,-,-,-,-,-,-,GO:0005515,protein binding,GO_MF,-,"PF12771,PF12741"
MGYG000002478_00647,3,MGYG000002478_00647,-,hypothetical protein,-,"COG1629,COG4206,COG4773,COG4771,COG4774",PHPPP,ko:K02014,-,-,-,-,-,-,"PF13715,PF00593,PF07715"
MGYG000002478_00655,2,MGYG000002478_00655,-,hypothetical protein,-,-,-,-,-,-,"GO:0003824,GO:0016715","catalytic activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","GO_MF,GO_MF",-,"PF09113,PF09112"
MGYG000002478_00657,2,MGYG000002478_00657,-,hypothetical protein,-,"COG4771,COG4773,COG4206,COG4774,COG1629",PPHPP,ko:K02014,-,-,"GO:0009279,GO:0022857,GO:0071702",cell outer membrane;transmembrane transporter activity;organic substance transport,"GO_CC,GO_MF,GO_BP",-,"PF13715,PF00593,PF07715"
MGYG000002478_00658,2,MGYG000002478_00658,-,hypothetical protein,-,-,-,-,-,-,GO:0005515,protein binding,GO_MF,-,PF12771
MGYG000002478_00659,3,susC_18,-,TonB-dependent receptor SusC,-,"COG4206,COG4771,COG4773,COG1629",HPPP,-,-,-,"GO:0009279,GO:0022857,GO:0071702",cell outer membrane;transmembrane transporter activity;organic substance transport,"GO_CC,GO_MF,GO_BP",-,"PF13715,PF07715"
MGYG000002478_00660,3,MGYG000002478_00660,-,hypothetical protein,-,-,-,-,-,-,GO:0005515,protein binding,GO_MF,-,PF12741
MGYG000002478_00662,3,acsA_1,-,Acetyl-coenzyme A synthetase,-,COG0365,I,"ko:K01895,ko:K08295","map00010,map00620,map00630,map00640,map00680,map00720,map01100,map01110,map01120,map01200,map00627,map01130",Glycolysis / Gluconeogenesis;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Methane metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Aminobenzoate degradation;Biosynthesis of antibiotics,-,-,-,"6.2.1.1,6.2.1.32","PF00501,PF13193"
MGYG000002478_00675,2,rhaB,rhaB,L-Rhamnulokinase,Rhamnulokinase,COG1070,G,"ko:K00848,ko:K00879","map00040,map00051,map01100,map01120",Pentose and glucuronate interconversions;Fructose and mannose metabolism;Metabolic pathways;Microbial metabolism in diverse environments,"GO:0008993,GO:0019301,GO:0016301,GO:0005975",rhamnulokinase activity;rhamnose catabolic process;kinase activity;carbohydrate metabolic process,"GO_MF,GO_BP,GO_MF,GO_BP","2.7.1.5,2.7.1.51","PF00370,PF02782"
MGYG000002478_00687,3,lacZ_7,-,Beta-galactosidase,-,COG3250,G,ko:K01190,"map00052,map00511,map00600,map01100",Galactose metabolism;Other glycan degradation;Sphingolipid metabolism;Metabolic pathways,"GO:0004565,GO:0005975,GO:0009341,GO:0004553,GO:0003824,GO:0030246,GO:0016798","beta-galactosidase activity;carbohydrate metabolic process;beta-galactosidase complex;hydrolase activity, hydrolyzing O-glycosyl compounds;catalytic activity;carbohydrate binding;hydrolase activity, acting on glycosyl bonds","GO_MF,GO_BP,GO_CC,GO_MF,GO_MF,GO_MF,GO_MF",3.2.1.23,"PF02836,PF16353,PF02929,PF02837,PF00703"
MGYG000002478_00711,3,MGYG000002478_00711,-,hypothetical protein,-,COG3537,G,-,-,-,"GO:0005975,GO:0030246",carbohydrate metabolic process;carbohydrate binding,"GO_BP,GO_MF",-,"PF07971,PF17678"
